Date,Type,NHS Area Code,ONS Code,Name,Total
02-2022,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,1681
02-2022,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,1489
02-2022,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,2826
02-2022,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,3716
02-2022,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,2716
02-2022,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,3738
02-2022,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,11157
02-2022,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,2885
02-2022,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,9531
02-2022,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,2614
02-2022,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,2902
02-2022,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,19837
02-2022,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,10230
02-2022,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",8657
02-2022,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,9814
02-2022,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,4243
02-2022,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,4245
02-2022,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,622
02-2022,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,1053
02-2022,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,903
02-2022,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,349
02-2022,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,19898
02-2022,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,7099
02-2022,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,3784
02-2022,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,10504
02-2022,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,10210
02-2022,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",851
02-2022,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",1215
02-2022,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,8663
02-2022,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,8657
02-2022,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,3357
02-2022,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,3695
02-2022,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",851
02-2022,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,10612
02-2022,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,15892
02-2022,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,5190
02-2022,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,1497
02-2022,ICB,QJK,E54000037,NHS Devon Integrated Care Board,6092
02-2022,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,2885
02-2022,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",3864
02-2022,ICB,QKK,E54000030,NHS South East London Integrated Care Board,9531
02-2022,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,19837
02-2022,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,5562
02-2022,ICB,QMF,E54000029,NHS North East London Integrated Care Board,19898
02-2022,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,9814
02-2022,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,1681
02-2022,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,5988
02-2022,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,10504
02-2022,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,17003
02-2022,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1215
02-2022,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,21089
02-2022,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,7351
02-2022,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",8657
02-2022,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,2614
02-2022,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,4562
02-2022,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,11226
02-2022,ICB,QRV,E54000027,NHS North West London Integrated Care Board,12326
02-2022,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,1973
02-2022,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,4668
02-2022,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1696
02-2022,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",5784
02-2022,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,3784
02-2022,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,1501
02-2022,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",4897
02-2022,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,2174
02-2022,ICB,QWE,E54000031,NHS South West London Integrated Care Board,3716
02-2022,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,10921
02-2022,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,7099
02-2022,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,10230
02-2022,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,12956
02-2022,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,12326
02-2022,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,1547
03-2022,National,ENG,ENG,England,425363
03-2022,Region,Y56,E40000003,London,55828
03-2022,Region,Y58,E40000006,South West,55421
03-2022,Region,Y59,E40000005,South East,112339
03-2022,Region,Y60,E40000011,Midlands,75300
03-2022,Region,Y61,E40000007,East of England,25693
03-2022,Region,Y62,E40000010,North West,55293
03-2022,Region,Y63,E40000012,North East and Yorkshire,45489
03-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,3341
03-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,1422
03-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,1105
03-2022,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,1056
03-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,835
03-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,5246
03-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,2947
03-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,4570
03-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,264
03-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,1510
03-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,3271
03-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,906
03-2022,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,431
03-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,2069
03-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,1356
03-2022,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,425
03-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,3991
03-2022,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,806
03-2022,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,168
03-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,1001
03-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,260
03-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,1909
03-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,522
03-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,2169
03-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,945
03-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,448
03-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,2124
03-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,1137
03-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,1419
03-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,3992
03-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,649
03-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,1264
03-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,844
03-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,527
03-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,499
03-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,1249
03-2022,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,972
03-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,1265
03-2022,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",2277
03-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",2013
03-2022,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",775
03-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,1017
03-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,622
03-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,2842
03-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,752
03-2022,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,420
03-2022,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,4354
03-2022,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,2349
03-2022,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,1374
03-2022,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,750
03-2022,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,3177
03-2022,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,2375
03-2022,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,1015
03-2022,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,1448
03-2022,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,2529
03-2022,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,586
03-2022,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,2372
03-2022,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",3285
03-2022,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,1698
03-2022,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,4763
03-2022,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,11355
03-2022,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,4824
03-2022,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,7010
03-2022,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,5180
03-2022,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,2154
03-2022,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,6562
03-2022,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",3177
03-2022,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",1147
03-2022,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",6291
03-2022,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,11727
03-2022,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,4339
03-2022,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,8004
03-2022,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,11134
03-2022,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,2481
03-2022,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,6744
03-2022,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,3861
03-2022,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,3557
03-2022,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,4540
03-2022,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,6876
03-2022,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,1915
03-2022,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,3766
03-2022,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,14229
03-2022,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,5852
03-2022,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,9072
03-2022,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,4303
03-2022,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,4629
03-2022,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,34991
03-2022,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,11627
03-2022,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",10044
03-2022,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,13760
03-2022,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,5070
03-2022,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,4245
03-2022,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,1124
03-2022,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,2016
03-2022,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,2923
03-2022,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,670
03-2022,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,15021
03-2022,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,11102
03-2022,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,5214
03-2022,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,15152
03-2022,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,19591
03-2022,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",620
03-2022,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",2379
03-2022,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,14261
03-2022,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,7864
03-2022,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,6744
03-2022,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,9432
03-2022,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",620
03-2022,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,11727
03-2022,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,17612
03-2022,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,8004
03-2022,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,2351
03-2022,ICB,QJK,E54000037,NHS Devon Integrated Care Board,11134
03-2022,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,5852
03-2022,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",5065
03-2022,ICB,QKK,E54000030,NHS South East London Integrated Care Board,9072
03-2022,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,34991
03-2022,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,7080
03-2022,ICB,QMF,E54000029,NHS North East London Integrated Care Board,15021
03-2022,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,13760
03-2022,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,3861
03-2022,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10007
03-2022,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,15152
03-2022,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,21671
03-2022,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2379
03-2022,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,23791
03-2022,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,6171
03-2022,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",10044
03-2022,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,4303
03-2022,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,11355
03-2022,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,21289
03-2022,ICB,QRV,E54000027,NHS North West London Integrated Care Board,11099
03-2022,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,7010
03-2022,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,4903
03-2022,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,4824
03-2022,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",7609
03-2022,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,5214
03-2022,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2349
03-2022,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",6291
03-2022,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,4763
03-2022,ICB,QWE,E54000031,NHS South West London Integrated Care Board,6876
03-2022,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,13842
03-2022,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,11102
03-2022,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,11627
03-2022,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,17241
03-2022,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,11099
03-2022,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,2279
04-2022,National,ENG,ENG,England,1347718
04-2022,Region,Y56,E40000003,London,100371
04-2022,Region,Y58,E40000006,South West,196720
04-2022,Region,Y59,E40000005,South East,330232
04-2022,Region,Y60,E40000011,Midlands,254462
04-2022,Region,Y61,E40000007,East of England,112788
04-2022,Region,Y62,E40000010,North West,157147
04-2022,Region,Y63,E40000012,North East and Yorkshire,195998
04-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,12612
04-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,6498
04-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,7223
04-2022,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,2795
04-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,4674
04-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,11359
04-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,7801
04-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,6785
04-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,1703
04-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,7518
04-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,5172
04-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,3169
04-2022,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,1914
04-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,6854
04-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,7453
04-2022,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,1614
04-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,16072
04-2022,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,2489
04-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,5727
04-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,2298
04-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,5994
04-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,3669
04-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,4702
04-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,1652
04-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,7117
04-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,7021
04-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,4918
04-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,4920
04-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,10063
04-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,4641
04-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,865
04-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,4000
04-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,4072
04-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,5037
04-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,9422
04-2022,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,7838
04-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,8218
04-2022,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",10275
04-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",4570
04-2022,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",1
04-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,7472
04-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,3924
04-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,7535
04-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,2525
